ITEM_ID,USER_ID,EVENT_TYPE,TIMESTAMP,DISCOUNT
24f8ba65-f4e1-4cd1-8a6e-cb3ea490890a,1403,View,1591823501,No
9f7a3af3-a5d5-4a4f-9fc5-3fdae3e9787a,1403,View,1591830150,No
9f7a3af3-a5d5-4a4f-9fc5-3fdae3e9787a,1403,View,1591830171,No
9f7a3af3-a5d5-4a4f-9fc5-3fdae3e9787a,1403,View,1591830177,No
9f7a3af3-a5d5-4a4f-9fc5-3fdae3e9787a,1403,AddToCart,1591830181,No
9f7a3af3-a5d5-4a4f-9fc5-3fdae3e9787a,1403,ViewCart,1591830186,No
9f7a3af3-a5d5-4a4f-9fc5-3fdae3e9787a,1403,StartCheckout,1591830188,No
9f7a3af3-a5d5-4a4f-9fc5-3fdae3e9787a,1403,Purchase,1591830193,No
9f7a3af3-a5d5-4a4f-9fc5-3fdae3e9787a,1403,View,1591830188,No
589823cc-89f2-4bd5-8cab-e89478f530ea,314,View,1591831598,No
589823cc-89f2-4bd5-8cab-e89478f530ea,314,View,1591831606,No
589823cc-89f2-4bd5-8cab-e89478f530ea,314,View,1591831618,No
589823cc-89f2-4bd5-8cab-e89478f530ea,314,View,1591831628,No
80939475-9029-41f4-a178-f34ba9d5942b,4415,View,1591833364,No
80939475-9029-41f4-a178-f34ba9d5942b,4415,View,1591833376,No
80939475-9029-41f4-a178-f34ba9d5942b,4415,View,1591833393,No
80939475-9029-41f4-a178-f34ba9d5942b,4415,View,1591833402,No
124db2fa-17c0-4e94-9844-d1b64a081df5,1403,View,1591835161,Yes
4645c8af-8437-4380-b4e4-ef6f8b0f67b4,836,View,1591835532,Yes
4645c8af-8437-4380-b4e4-ef6f8b0f67b4,836,View,1591835550,Yes
4645c8af-8437-4380-b4e4-ef6f8b0f67b4,836,AddToCart,1591835554,Yes
4645c8af-8437-4380-b4e4-ef6f8b0f67b4,836,View,1591835555,Yes
4645c8af-8437-4380-b4e4-ef6f8b0f67b4,836,View,1591835569,Yes
d8bed77a-c906-4f06-aeb1-04c3557f2e8e,751,View,1591838758,Yes
d8bed77a-c906-4f06-aeb1-04c3557f2e8e,751,ViewCart,1591838762,Yes
d8bed77a-c906-4f06-aeb1-04c3557f2e8e,751,View,1591838772,Yes
d090af37-2c9d-4779-9baf-2944eb436f14,1974,View,1591842645,No
d090af37-2c9d-4779-9baf-2944eb436f14,1974,View,1591842648,No
d090af37-2c9d-4779-9baf-2944eb436f14,1974,View,1591842664,No
d090af37-2c9d-4779-9baf-2944eb436f14,1974,View,1591842668,No
44193a01-20c1-4a97-896f-97940ec25ea6,751,View,1591851994,Yes
44193a01-20c1-4a97-896f-97940ec25ea6,751,View,1591852002,Yes
44193a01-20c1-4a97-896f-97940ec25ea6,751,View,1591852013,Yes
44193a01-20c1-4a97-896f-97940ec25ea6,751,View,1591852020,Yes
3fa257ab-5c4c-4963-941f-bc73bafc8bff,1494,View,1591854347,No
3fa257ab-5c4c-4963-941f-bc73bafc8bff,1494,View,1591854357,No
3fa257ab-5c4c-4963-941f-bc73bafc8bff,1494,View,1591854364,No
3fa257ab-5c4c-4963-941f-bc73bafc8bff,1494,View,1591854375,No
3fa257ab-5c4c-4963-941f-bc73bafc8bff,1494,AddToCart,1591854380,No
3fa257ab-5c4c-4963-941f-bc73bafc8bff,1494,ViewCart,1591854384,No
3fa257ab-5c4c-4963-941f-bc73bafc8bff,1494,StartCheckout,1591854388,No
3fa257ab-5c4c-4963-941f-bc73bafc8bff,1494,Purchase,1591854390,No
fb59921d-39ac-4c6d-b3af-8debc5ad8255,836,View,1591869430,No
68ef5629-725e-4c74-93e9-ce5eb2adbbfe,1974,View,1591878290,Yes
68ef5629-725e-4c74-93e9-ce5eb2adbbfe,1974,View,1591878300,Yes
68ef5629-725e-4c74-93e9-ce5eb2adbbfe,1974,AddToCart,1591878301,Yes
68ef5629-725e-4c74-93e9-ce5eb2adbbfe,1974,View,1591878317,Yes
68ef5629-725e-4c74-93e9-ce5eb2adbbfe,1974,View,1591878319,Yes
ea27628a-e7a4-4383-a13b-71c32ddeee1c,4415,View,1591884267,Yes
ea27628a-e7a4-4383-a13b-71c32ddeee1c,4415,View,1591884274,Yes
77165ec4-e965-47b2-adbc-5d0e519c00ed,3521,View,1591885861,No
77165ec4-e965-47b2-adbc-5d0e519c00ed,3521,View,1591885875,No
77165ec4-e965-47b2-adbc-5d0e519c00ed,3521,AddToCart,1591885877,No
77165ec4-e965-47b2-adbc-5d0e519c00ed,3521,View,1591885877,No
77165ec4-e965-47b2-adbc-5d0e519c00ed,3521,View,1591885891,No
8b44da10-1133-48e5-b1a6-4f081e46a150,3855,View,1591886454,No
8b44da10-1133-48e5-b1a6-4f081e46a150,3855,View,1591886460,No
8b44da10-1133-48e5-b1a6-4f081e46a150,3855,View,1591886477,No
8b44da10-1133-48e5-b1a6-4f081e46a150,3855,View,1591886483,No
61f4b407-4f23-4549-b955-5f17e19f7128,3881,View,1591887337,No
ad62d66b-887f-4f87-afbc-26a372e0d9f7,2814,View,1591936491,No
ad62d66b-887f-4f87-afbc-26a372e0d9f7,2814,View,1591936505,No
128237ba-34a4-4d45-88e1-fcb00109ff81,3430,View,1591939967,No
128237ba-34a4-4d45-88e1-fcb00109ff81,3430,View,1591939975,No
a7aeba8c-1feb-4f9c-94d8-031612c55fb8,4653,View,1591940874,No
a7aeba8c-1feb-4f9c-94d8-031612c55fb8,4653,AddToCart,1591940876,No
bf35140f-0a5d-4462-857d-77a6a293e412,3430,View,1591943751,Yes
bf35140f-0a5d-4462-857d-77a6a293e412,3430,AddToCart,1591943753,Yes
bf35140f-0a5d-4462-857d-77a6a293e412,3430,View,1591943760,Yes
bf35140f-0a5d-4462-857d-77a6a293e412,3430,View,1591943775,Yes
d142cebb-ce35-4581-8285-6e54171c23d9,1373,View,1591946739,No
d142cebb-ce35-4581-8285-6e54171c23d9,1373,View,1591946757,No
61875c90-20ec-461b-b523-1c8a6fe6ce97,4415,View,1591947214,Yes
61875c90-20ec-461b-b523-1c8a6fe6ce97,4415,ViewCart,1591947216,Yes
61875c90-20ec-461b-b523-1c8a6fe6ce97,4415,View,1591947229,Yes
61875c90-20ec-461b-b523-1c8a6fe6ce97,4415,View,1591947243,Yes
61875c90-20ec-461b-b523-1c8a6fe6ce97,4415,View,1591947246,Yes
7d676725-83fd-47a4-bd64-8acbed6a5e74,314,View,1591950650,No
7d676725-83fd-47a4-bd64-8acbed6a5e74,314,View,1591950659,No
60519db3-763d-41c8-aaf2-630799feefd5,1373,View,1591954982,No
60519db3-763d-41c8-aaf2-630799feefd5,1373,View,1591954991,No
60519db3-763d-41c8-aaf2-630799feefd5,1373,View,1591955001,No
b7b07f88-31b4-425b-97a9-c161199f795c,4653,View,1591965030,Yes
9e798d24-65b8-42ee-b592-21afe2a23b07,2505,View,1591971228,No
9e798d24-65b8-42ee-b592-21afe2a23b07,2505,View,1591971241,No
44193a01-20c1-4a97-896f-97940ec25ea6,751,View,1591972325,Yes
44193a01-20c1-4a97-896f-97940ec25ea6,751,View,1591972341,Yes
58c4056b-bad4-4098-9996-2c6d3be93218,1974,View,1591974605,Yes
c424e679-0da2-4d81-afb8-f9dc5d21ce83,4653,View,1591982748,No
db4f21bd-9abf-4213-81ab-30360979884d,683,View,1591984279,Yes
db4f21bd-9abf-4213-81ab-30360979884d,683,View,1591984285,Yes
038bad45-2da7-40ed-ad24-a18dcf4ae139,1403,View,1591988575,Yes
038bad45-2da7-40ed-ad24-a18dcf4ae139,1403,AddToCart,1591988577,Yes
038bad45-2da7-40ed-ad24-a18dcf4ae139,1403,ViewCart,1591988582,Yes
038bad45-2da7-40ed-ad24-a18dcf4ae139,1403,StartCheckout,1591988587,Yes
038bad45-2da7-40ed-ad24-a18dcf4ae139,1403,Purchase,1591988592,Yes
038bad45-2da7-40ed-ad24-a18dcf4ae139,1403,View,1591988589,Yes
038bad45-2da7-40ed-ad24-a18dcf4ae139,1403,View,1591988594,Yes
52f04147-c46e-452c-8e26-21c089cea285,4415,View,1591993101,No
52f04147-c46e-452c-8e26-21c089cea285,4415,View,1591993110,No
52f04147-c46e-452c-8e26-21c089cea285,4415,View,1591993118,No
52f04147-c46e-452c-8e26-21c089cea285,4415,AddToCart,1591993122,No
e574f0de-94eb-4781-9ed7-248f5e041549,3855,View,1592002162,Yes
e574f0de-94eb-4781-9ed7-248f5e041549,3855,View,1592002176,Yes
e574f0de-94eb-4781-9ed7-248f5e041549,3855,View,1592002180,Yes
6e6ad102-7510-4a02-b8ce-5a0cd6f431d1,2814,View,1592006560,No
6e6ad102-7510-4a02-b8ce-5a0cd6f431d1,2814,View,1592006574,No
6e6ad102-7510-4a02-b8ce-5a0cd6f431d1,2814,View,1592006581,No
bde65f09-635c-4293-97c0-063d101f9efe,4653,View,1592009055,Yes
bde65f09-635c-4293-97c0-063d101f9efe,4653,View,1592009071,Yes
bde65f09-635c-4293-97c0-063d101f9efe,4653,AddToCart,1592009075,Yes
bde65f09-635c-4293-97c0-063d101f9efe,4653,View,1592009078,Yes
e8b08d94-751c-4334-8ced-799bf907149e,1974,View,1592022561,No
e8b08d94-751c-4334-8ced-799bf907149e,1974,View,1592022568,No
c48cdd85-79da-4903-8bbf-93ee217f1fb6,3923,View,1592026097,No
c48cdd85-79da-4903-8bbf-93ee217f1fb6,3923,View,1592026114,No
c48cdd85-79da-4903-8bbf-93ee217f1fb6,3923,View,1592026124,No
c48cdd85-79da-4903-8bbf-93ee217f1fb6,3923,AddToCart,1592026127,No
429991a4-077e-42c0-9f52-c2f3d5bc6686,2899,View,1592031587,No
429991a4-077e-42c0-9f52-c2f3d5bc6686,2899,View,1592031602,No
128237ba-34a4-4d45-88e1-fcb00109ff81,3430,View,1592038216,Yes
128237ba-34a4-4d45-88e1-fcb00109ff81,3430,AddToCart,1592038219,Yes
128237ba-34a4-4d45-88e1-fcb00109ff81,3430,View,1592038227,Yes
8af58e93-a468-4f8c-9ee9-07b55cfcc3c4,4653,View,1592039440,Yes
8af58e93-a468-4f8c-9ee9-07b55cfcc3c4,4653,View,1592039449,Yes
8af58e93-a468-4f8c-9ee9-07b55cfcc3c4,4653,AddToCart,1592039453,Yes
39832066-ba59-4dc6-8aca-80ca36d4c92c,3881,View,1592041963,No
39832066-ba59-4dc6-8aca-80ca36d4c92c,3881,View,1592041966,No
72ae72f3-e7f0-4f03-b8eb-12e78c77741d,2681,View,1592047683,Yes
2de31913-a3d6-4e93-a8a9-17983f24e2f8,2402,View,1592053320,No
2de31913-a3d6-4e93-a8a9-17983f24e2f8,2402,View,1592053337,No
44193a01-20c1-4a97-896f-97940ec25ea6,751,View,1592057591,Yes
44193a01-20c1-4a97-896f-97940ec25ea6,751,View,1592057600,Yes
44193a01-20c1-4a97-896f-97940ec25ea6,751,AddToCart,1592057604,Yes
eb18ce0f-6a22-41e6-b04a-27daab2846d0,3521,View,1592057855,Yes
eb18ce0f-6a22-41e6-b04a-27daab2846d0,3521,View,1592057866,Yes
eb18ce0f-6a22-41e6-b04a-27daab2846d0,3521,View,1592057879,Yes
eb18ce0f-6a22-41e6-b04a-27daab2846d0,3521,AddToCart,1592057883,Yes
eb18ce0f-6a22-41e6-b04a-27daab2846d0,3521,ViewCart,1592057884,Yes
eb18ce0f-6a22-41e6-b04a-27daab2846d0,3521,StartCheckout,1592057886,Yes
eb18ce0f-6a22-41e6-b04a-27daab2846d0,3521,Purchase,1592057891,Yes
408410b1-8914-4d3c-aebf-4375d7c36feb,15,View,1592064368,Yes
408410b1-8914-4d3c-aebf-4375d7c36feb,15,View,1592064375,Yes
408410b1-8914-4d3c-aebf-4375d7c36feb,15,View,1592064391,Yes
370d4c36-44ed-4abd-8ccb-41d85b4251c9,3430,View,1592067098,No
370d4c36-44ed-4abd-8ccb-41d85b4251c9,3430,AddToCart,1592067103,No
370d4c36-44ed-4abd-8ccb-41d85b4251c9,3430,View,1592067104,No
370d4c36-44ed-4abd-8ccb-41d85b4251c9,3430,View,1592067114,No
370d4c36-44ed-4abd-8ccb-41d85b4251c9,3430,ViewCart,1592067117,No
a5a8b97e-8464-4da5-ab78-3531e5d313df,3198,View,1592081771,No
a5a8b97e-8464-4da5-ab78-3531e5d313df,3198,View,1592081781,No
a5a8b97e-8464-4da5-ab78-3531e5d313df,3198,View,1592081788,No
72ae72f3-e7f0-4f03-b8eb-12e78c77741d,2681,View,1592081861,Yes
72ae72f3-e7f0-4f03-b8eb-12e78c77741d,2681,ViewCart,1592081865,Yes
4994caee-f0b7-4ce8-a4df-d542ce1d9bda,2402,View,1592084550,No
4994caee-f0b7-4ce8-a4df-d542ce1d9bda,2402,AddToCart,1592084554,No
0712d739-d058-414e-b905-703eaaa3d3ca,683,View,1592088416,No
0712d739-d058-414e-b905-703eaaa3d3ca,683,View,1592088419,No
b6296602-fa74-4b2c-94d4-e6a67d7aaac9,15,View,1592089977,No
b6296602-fa74-4b2c-94d4-e6a67d7aaac9,15,View,1592089991,No
ea27628a-e7a4-4383-a13b-71c32ddeee1c,4415,View,1592095903,No
0cb50483-3682-4db5-870c-2b007b2c08b6,1974,View,1592096489,Yes
dc073623-4b95-47d9-93cb-0171c20baa04,1494,View,1592096651,No
dc073623-4b95-47d9-93cb-0171c20baa04,1494,AddToCart,1592096654,No
dc073623-4b95-47d9-93cb-0171c20baa04,1494,View,1592096660,No
dc073623-4b95-47d9-93cb-0171c20baa04,1494,View,1592096671,No
c108b04b-64fd-43bd-80fc-4819eb01803a,314,View,1592101991,No
c108b04b-64fd-43bd-80fc-4819eb01803a,314,View,1592101994,No
c108b04b-64fd-43bd-80fc-4819eb01803a,314,View,1592102007,No
9f4faccf-39f6-4ee8-9ec9-5f818c8e7452,2505,View,1592105772,No
9f4faccf-39f6-4ee8-9ec9-5f818c8e7452,2505,View,1592105781,No
9f4faccf-39f6-4ee8-9ec9-5f818c8e7452,2505,View,1592105794,No
2b8f89d0-4078-4701-8aac-89c48d8ba392,15,View,1592107512,No
2b8f89d0-4078-4701-8aac-89c48d8ba392,15,View,1592107521,No
2b8f89d0-4078-4701-8aac-89c48d8ba392,15,AddToCart,1592107524,No
6177b0fb-944b-41da-87ea-f0d643ed1953,3855,View,1592111075,No
6177b0fb-944b-41da-87ea-f0d643ed1953,3855,View,1592111083,No
e8b08d94-751c-4334-8ced-799bf907149e,1974,View,1592111302,No
6bc496d1-f431-4642-b9ae-9dcc5881afe9,836,View,1592113707,Yes
6bc496d1-f431-4642-b9ae-9dcc5881afe9,836,AddToCart,1592113710,Yes
a835dad2-1935-40a4-a32d-da112fafc3a3,4415,View,1592115069,Yes
a835dad2-1935-40a4-a32d-da112fafc3a3,4415,View,1592115082,Yes
a835dad2-1935-40a4-a32d-da112fafc3a3,4415,AddToCart,1592115083,Yes
a835dad2-1935-40a4-a32d-da112fafc3a3,4415,ViewCart,1592115086,Yes
a835dad2-1935-40a4-a32d-da112fafc3a3,4415,StartCheckout,1592115090,Yes
a835dad2-1935-40a4-a32d-da112fafc3a3,4415,Purchase,1592115095,Yes
a835dad2-1935-40a4-a32d-da112fafc3a3,4415,View,1592115093,Yes
372342cf-d9cc-4f0e-a3bf-3f939dd5f9b4,2681,View,1592116911,No
372342cf-d9cc-4f0e-a3bf-3f939dd5f9b4,2681,View,1592116926,No
372342cf-d9cc-4f0e-a3bf-3f939dd5f9b4,2681,View,1592116940,No
27611481-bedc-4ffd-b8e6-4af2a34d5b3e,1974,View,1592131562,Yes
27611481-bedc-4ffd-b8e6-4af2a34d5b3e,1974,View,1592131576,Yes
27611481-bedc-4ffd-b8e6-4af2a34d5b3e,1974,AddToCart,1592131578,Yes
27611481-bedc-4ffd-b8e6-4af2a34d5b3e,1974,ViewCart,1592131582,Yes
27611481-bedc-4ffd-b8e6-4af2a34d5b3e,1974,StartCheckout,1592131583,Yes
27611481-bedc-4ffd-b8e6-4af2a34d5b3e,1974,Purchase,1592131585,Yes
27611481-bedc-4ffd-b8e6-4af2a34d5b3e,1974,View,1592131593,Yes
4952a24b-7c7c-4ee6-a448-720e97927ba8,3521,View,1592137135,Yes
4952a24b-7c7c-4ee6-a448-720e97927ba8,3521,View,1592137139,Yes
4952a24b-7c7c-4ee6-a448-720e97927ba8,3521,View,1592137153,Yes
aa4fca9d-d1ef-4529-9169-7bc075733bd5,2505,View,1592144845,Yes
aa4fca9d-d1ef-4529-9169-7bc075733bd5,2505,View,1592144856,Yes
d843fe25-e7d1-40fb-84b0-64bdedf9bed6,683,View,1592148860,No
d843fe25-e7d1-40fb-84b0-64bdedf9bed6,683,View,1592148868,No
d843fe25-e7d1-40fb-84b0-64bdedf9bed6,683,View,1592148879,No
1a2e30db-2b7a-4489-a865-ba704b42d341,836,View,1592158370,No
1a2e30db-2b7a-4489-a865-ba704b42d341,836,View,1592158385,No
6c5a41f0-8df6-4279-802e-f06d00c0fb0e,2814,View,1592163258,Yes
6c5a41f0-8df6-4279-802e-f06d00c0fb0e,2814,ViewCart,1592163263,Yes
ad62d66b-887f-4f87-afbc-26a372e0d9f7,2814,View,1592164156,No
ad62d66b-887f-4f87-afbc-26a372e0d9f7,2814,View,1592164166,No
ad62d66b-887f-4f87-afbc-26a372e0d9f7,2814,AddToCart,1592164167,No
af51e84d-4043-4a11-88de-8233129ac8b2,2899,View,1592164802,No
af51e84d-4043-4a11-88de-8233129ac8b2,2899,ViewCart,1592164803,No
af51e84d-4043-4a11-88de-8233129ac8b2,2899,View,1592164805,No
af51e84d-4043-4a11-88de-8233129ac8b2,2899,View,1592164824,No
af4c855d-7897-41e3-b265-35941a64e659,836,View,1592174496,Yes
47d7a314-6fe8-4e00-9586-682410719b7c,2899,View,1592175528,Yes
47d7a314-6fe8-4e00-9586-682410719b7c,2899,View,1592175546,Yes
e093925f-ea8c-4409-a00f-3d725cc463fb,3430,View,1592194023,Yes
e093925f-ea8c-4409-a00f-3d725cc463fb,3430,View,1592194036,Yes
b3e617ef-2757-410b-a997-f2cd2006f770,3881,View,1592201687,No
b3e617ef-2757-410b-a997-f2cd2006f770,3881,View,1592201706,No
b3e617ef-2757-410b-a997-f2cd2006f770,3881,AddToCart,1592201710,No
277b9636-f9d4-46f7-9910-6a794f478740,2814,View,1592203500,Yes
277b9636-f9d4-46f7-9910-6a794f478740,2814,AddToCart,1592203502,Yes
277b9636-f9d4-46f7-9910-6a794f478740,2814,View,1592203509,Yes
59bb3cc4-9757-49a0-ac62-8c0afe105a3d,3923,View,1592203940,No
59bb3cc4-9757-49a0-ac62-8c0afe105a3d,3923,View,1592203946,No
fdeba818-2269-4cf1-81c8-29fc8d984e6c,4415,View,1592207258,Yes
fdeba818-2269-4cf1-81c8-29fc8d984e6c,4415,ViewCart,1592207262,Yes
fdeba818-2269-4cf1-81c8-29fc8d984e6c,4415,View,1592207273,Yes
fdeba818-2269-4cf1-81c8-29fc8d984e6c,4415,View,1592207281,Yes
4992fa6d-03f3-4e30-9f0e-bff69a4fb67d,804,View,1592211437,No
4992fa6d-03f3-4e30-9f0e-bff69a4fb67d,804,ViewCart,1592211440,No
4992fa6d-03f3-4e30-9f0e-bff69a4fb67d,804,View,1592211445,No
812b315c-fb4b-4103-8911-95968f9cc6c0,683,View,1592211513,No
812b315c-fb4b-4103-8911-95968f9cc6c0,683,View,1592211520,No
812b315c-fb4b-4103-8911-95968f9cc6c0,683,View,1592211536,No
778b57bd-7c54-4edd-8ed4-02deb90bad94,683,View,1592226806,Yes
778b57bd-7c54-4edd-8ed4-02deb90bad94,683,View,1592226812,Yes
4b29ebdb-28d3-49ee-a9b1-cdb49fbb51f9,3521,View,1592230475,No
4b29ebdb-28d3-49ee-a9b1-cdb49fbb51f9,3521,View,1592230484,No
4b29ebdb-28d3-49ee-a9b1-cdb49fbb51f9,3521,View,1592230504,No
0ed92852-f5ac-41e1-ad8f-1731b24e37c5,3855,View,1592232769,No
0ed92852-f5ac-41e1-ad8f-1731b24e37c5,3855,View,1592232778,No
0ed92852-f5ac-41e1-ad8f-1731b24e37c5,3855,AddToCart,1592232783,No
0ed92852-f5ac-41e1-ad8f-1731b24e37c5,3855,ViewCart,1592232785,No
0ed92852-f5ac-41e1-ad8f-1731b24e37c5,3855,StartCheckout,1592232786,No
0ed92852-f5ac-41e1-ad8f-1731b24e37c5,3855,Purchase,1592232787,No
49b89871-5fe7-4898-b99d-953e15fb42b2,4415,View,1592240902,No
812b315c-fb4b-4103-8911-95968f9cc6c0,683,View,1592270524,Yes
812b315c-fb4b-4103-8911-95968f9cc6c0,683,View,1592270540,Yes
812b315c-fb4b-4103-8911-95968f9cc6c0,683,View,1592270555,Yes
b840c965-bff0-481f-8d65-e3c2142a39c5,314,View,1592283022,No
b840c965-bff0-481f-8d65-e3c2142a39c5,314,View,1592283034,No
6f572e38-61df-4469-be05-b3ad2950a895,3855,View,1592283687,Yes
6f572e38-61df-4469-be05-b3ad2950a895,3855,View,1592283693,Yes
e48a456e-bf9c-4750-976f-1e66db61b7b9,3855,View,1592285193,No
e48a456e-bf9c-4750-976f-1e66db61b7b9,3855,View,1592285204,No
58c0ca95-b1ff-4cd4-a7c2-2ea2ce714ad4,3198,View,1592287254,Yes
58c0ca95-b1ff-4cd4-a7c2-2ea2ce714ad4,3198,View,1592287256,Yes
58c0ca95-b1ff-4cd4-a7c2-2ea2ce714ad4,3198,View,1592287275,Yes
d9f978ee-732c-41cb-88db-221ac4b9bdf6,804,View,1592288933,No
7392337e-0136-4e87-875e-0f7b668ab742,836,View,1592294734,No
7392337e-0136-4e87-875e-0f7b668ab742,836,View,1592294738,No
7392337e-0136-4e87-875e-0f7b668ab742,836,View,1592294750,No
b840c965-bff0-481f-8d65-e3c2142a39c5,314,View,1592294873,No
45984cee-39f4-4977-83ff-c9246dfb1d82,2505,View,1592300973,Yes
45984cee-39f4-4977-83ff-c9246dfb1d82,2505,AddToCart,1592300976,Yes
45984cee-39f4-4977-83ff-c9246dfb1d82,2505,ViewCart,1592300980,Yes
45984cee-39f4-4977-83ff-c9246dfb1d82,2505,StartCheckout,1592300983,Yes
45984cee-39f4-4977-83ff-c9246dfb1d82,2505,Purchase,1592300986,Yes
45984cee-39f4-4977-83ff-c9246dfb1d82,2505,View,1592300990,Yes
45984cee-39f4-4977-83ff-c9246dfb1d82,2505,View,1592301001,Yes
65921948-81ea-4075-8649-4c9de10f5525,2681,View,1592303743,Yes
65921948-81ea-4075-8649-4c9de10f5525,2681,View,1592303747,Yes
65921948-81ea-4075-8649-4c9de10f5525,2681,View,1592303756,Yes
4ce887e4-5122-4460-ac6e-eddf8bd0e64c,1974,View,1592304412,No
4ce887e4-5122-4460-ac6e-eddf8bd0e64c,1974,View,1592304416,No
4ce887e4-5122-4460-ac6e-eddf8bd0e64c,1974,AddToCart,1592304420,No
4ce887e4-5122-4460-ac6e-eddf8bd0e64c,1974,View,1592304432,No
e48a456e-bf9c-4750-976f-1e66db61b7b9,3855,View,1592307114,Yes
83095a08-2968-4275-a375-4fab404df7ac,2402,View,1592307349,Yes
83095a08-2968-4275-a375-4fab404df7ac,2402,View,1592307355,Yes
83095a08-2968-4275-a375-4fab404df7ac,2402,ViewCart,1592307358,Yes
543d28a2-c1f0-42bd-87c1-de4d9b546b9e,3881,View,1592307971,No
543d28a2-c1f0-42bd-87c1-de4d9b546b9e,3881,View,1592307989,No
543d28a2-c1f0-42bd-87c1-de4d9b546b9e,3881,View,1592307996,No
543d28a2-c1f0-42bd-87c1-de4d9b546b9e,3881,AddToCart,1592308000,No
408410b1-8914-4d3c-aebf-4375d7c36feb,15,View,1592309370,Yes
408410b1-8914-4d3c-aebf-4375d7c36feb,15,AddToCart,1592309375,Yes
408410b1-8914-4d3c-aebf-4375d7c36feb,15,View,1592309384,Yes
77165ec4-e965-47b2-adbc-5d0e519c00ed,3521,View,1592316754,No
77165ec4-e965-47b2-adbc-5d0e519c00ed,3521,View,1592316757,No
77165ec4-e965-47b2-adbc-5d0e519c00ed,3521,View,1592316768,No
819194c7-b742-4f66-8637-ec8ae17f619c,1974,View,1592319857,Yes
819194c7-b742-4f66-8637-ec8ae17f619c,1974,View,1592319869,Yes
a56308af-abd2-41a0-9cf3-b4a040fd8d3f,15,View,1592329585,Yes
a56308af-abd2-41a0-9cf3-b4a040fd8d3f,15,View,1592329603,Yes
a56308af-abd2-41a0-9cf3-b4a040fd8d3f,15,View,1592329610,Yes
98863ae7-9d5a-4b56-b3e9-3c6c053114e8,4888,View,1592330646,No
98863ae7-9d5a-4b56-b3e9-3c6c053114e8,4888,View,1592330650,No
98863ae7-9d5a-4b56-b3e9-3c6c053114e8,4888,View,1592330666,No
0451dee1-8367-4bf7-95a8-1e96c4f96784,314,View,1592333898,No
0451dee1-8367-4bf7-95a8-1e96c4f96784,314,View,1592333908,No
b354d578-7bc2-460e-a1d1-703ae0af1343,3198,View,1592334477,Yes
b354d578-7bc2-460e-a1d1-703ae0af1343,3198,View,1592334486,Yes
b354d578-7bc2-460e-a1d1-703ae0af1343,3198,View,1592334496,Yes
69db7a78-e649-482d-b460-4d4321e7f384,2505,View,1592334828,Yes
69db7a78-e649-482d-b460-4d4321e7f384,2505,View,1592334837,Yes
819194c7-b742-4f66-8637-ec8ae17f619c,1974,View,1592336153,Yes
819194c7-b742-4f66-8637-ec8ae17f619c,1974,View,1592336170,Yes
4952a24b-7c7c-4ee6-a448-720e97927ba8,3521,View,1592343189,Yes
4952a24b-7c7c-4ee6-a448-720e97927ba8,3521,View,1592343194,Yes
4952a24b-7c7c-4ee6-a448-720e97927ba8,3521,AddToCart,1592343198,Yes
4952a24b-7c7c-4ee6-a448-720e97927ba8,3521,View,1592343201,Yes
b884792f-6c44-478e-ae0b-eae89f284f3b,836,View,1592348309,No
429991a4-077e-42c0-9f52-c2f3d5bc6686,2899,View,1592362599,No
