order_id,user_id,timestamp,item_id,delivery_status
71,4453,2020-06-11 13:43:09,98d69241-7b11-46cf-94c9-8adc28ef1956,Delivered
72,2023,2020-06-11 14:01:37,8d6ec814-5d3c-44a9-8684-3ab4e5aba0e7,Delivered
73,3568,2020-06-11 14:19:48,079f8824-e91b-40ea-b159-5f7d0a9d9124,Delivered
74,1235,2020-06-11 14:38:11,813427bd-9011-462b-88d6-f0978f5cf8c3,Delivered
75,4394,2020-06-11 14:56:36,f8e5aca7-17a9-49ca-afb1-19d637e90cd8,Delivered
76,4015,2020-06-11 15:14:51,4d874dd0-e88c-4698-8ce6-59bb627b6389,Delivered
77,436,2020-06-11 15:33:09,11d3acc6-c567-45a2-a865-15723b41b162,Delivered
78,968,2020-06-11 15:51:32,0cb3ab29-b939-4732-b8ac-72ec61a4f950,Delivered
79,234,2020-06-11 16:09:55,0cfb40f1-8122-4a30-bd6e-9524b70d30b2,Delivered
80,4175,2020-06-11 16:28:00,7bf49f2c-e8d3-4ace-91dc-9ccca4de3116,Delivered
81,3009,2020-06-11 16:46:28,5858c342-2d79-4abe-91b4-d794c16b96d1,Delivered
82,4879,2020-06-11 17:04:53,75e48fa8-bbcb-49f9-ab57-c62472c19a69,Delivered
83,2421,2020-06-11 17:23:10,4bfeb922-d23e-4288-92c6-c4d27bba5ed2,Delivered
84,1104,2020-06-11 17:41:27,597839c6-b2d3-40a0-ae14-27a86f9b4fac,Delivered
85,1188,2020-06-11 17:59:50,cf6b6193-0261-4bdb-8ab8-8ace25956419,Delivered
86,215,2020-06-11 18:18:12,af2aba3d-c9f6-46e1-95db-100fc1a73726,Delivered
87,4406,2020-06-11 18:36:35,65439d96-79d7-41e2-bea7-6e98c0f204c0,Delivered
88,1219,2020-06-11 18:54:45,d46b88f8-98dd-49aa-8ac2-f127aea04c8a,Delivered
89,2749,2020-06-11 19:13:10,23aa70ab-959f-4835-a114-c30ff5e4f974,Delivered
90,2522,2020-06-11 19:31:20,baca6570-15ab-43f8-a610-38a6efa502df,Delivered
91,1741,2020-06-11 19:49:45,2c1b34d6-0f3d-463d-be76-226cb87bdc6d,Delivered
92,1580,2020-06-11 20:08:14,122339eb-ecbb-42e1-96c5-7559c3656f83,Delivered
93,1195,2020-06-11 20:26:27,89b22997-f0a4-4846-9683-2d10f65bb45a,Delivered
94,4605,2020-06-11 20:44:48,2255952b-b517-4428-bae7-06ee5a96bdcf,Delivered
95,2567,2020-06-11 21:03:10,5b53ab8d-701c-4139-bdab-dc457e546157,Delivered
96,1752,2020-06-11 21:21:33,cb96fbf3-b884-4c21-8e6c-8281773c0ebc,Delivered
97,4921,2020-06-11 21:39:48,970e2650-8ab9-4cea-afb2-9eebdb05919d,Delivered
98,3582,2020-06-11 21:58:13,95aa9d7e-4b6d-4b44-a7a1-1b223dff08c1,Delivered
99,1672,2020-06-11 22:16:28,c1f90b12-59c8-4af3-8dd6-d8dbd16d5422,Delivered
100,368,2020-06-11 22:34:48,468f0798-8c51-4846-b8ee-c9fea3a32cf4,Delivered
101,591,2020-06-11 22:53:09,58407569-aaa8-40b4-8da0-13f6ffb18faf,Delivered
102,2212,2020-06-11 23:11:24,76507db4-0b67-4c86-b634-f3f1a479124c,Delivered
103,1009,2020-06-11 23:29:51,9ea37ad0-83fb-4b65-90aa-ccbda392b39d,Delivered
104,4405,2020-06-11 23:48:10,9d8e0772-5de5-4285-af60-ef8190468943,Delivered
105,1264,2020-06-12 00:06:24,fd282367-138f-4f8c-bd7b-4e07242bff34,Delivered
106,3195,2020-06-12 00:24:52,c76284e5-0186-42af-92d2-bd572c553508,Delivered
107,4660,2020-06-12 00:43:14,97740b47-e9e9-4b5e-9159-4a73b2c64270,Delivered
108,3164,2020-06-12 01:01:31,8b44da10-1133-48e5-b1a6-4f081e46a150,Delivered
109,3688,2020-06-12 01:19:47,448bac96-2ade-4410-9632-e208c456fcf7,Delivered
110,3272,2020-06-12 01:38:10,73377697-7108-4d8f-9ee1-72603dc4ece9,Delivered
111,4700,2020-06-12 01:56:29,29359485-1173-4a37-9bb7-6065c58a4f9e,Delivered
112,2627,2020-06-12 02:14:52,aad9fe48-92f9-4197-af5a-505a80316c8c,Delivered
113,5023,2020-06-12 02:33:11,a3a40b11-89eb-4492-96e2-4cf1ffeb3f58,Delivered
114,2524,2020-06-12 02:51:26,610d0b43-fbc2-481c-b2cb-570a4f8c214c,Delivered
115,1466,2020-06-12 03:09:53,d892b64c-e2cd-412e-9cbc-9ae8fff7aca9,Delivered
116,564,2020-06-12 03:28:09,0451bd94-f74f-4fb6-99db-951275508ae3,Delivered
117,3751,2020-06-12 03:46:35,afd62b60-3596-47cd-a61f-1e53a0c2a8da,Delivered
118,1306,2020-06-12 04:04:56,d075a8b0-003f-4493-8063-857020a617b7,Delivered
119,3392,2020-06-12 04:23:05,6ca2a410-aba9-4c73-9dae-d188412e0e50,Delivered
120,4867,2020-06-12 04:41:30,5cd155da-238e-4813-bfdc-ec0fd51e6ef1,Delivered
121,4020,2020-06-12 04:59:57,f51fb444-2d3a-4f88-bda3-667114177172,Delivered
122,2441,2020-06-12 05:18:08,a1b64583-4c58-4817-8cf8-1c8e60894bf8,Delivered
123,46,2020-06-12 05:36:28,61840d6a-6ba2-4ece-a644-6db6a3377b1c,Delivered
124,5062,2020-06-12 05:54:51,67dbce8c-84d8-4715-8bf7-1590ad56ac91,Delivered
125,2160,2020-06-12 06:13:09,4c7ab4e5-2028-409c-9b68-afb2a7dc68be,Delivered
126,3445,2020-06-12 06:31:35,1eb2dd1f-7eb1-4eb2-bfac-59ab4d47d0c8,Delivered
127,1856,2020-06-12 06:49:43,fb59921d-39ac-4c6d-b3af-8debc5ad8255,Delivered
128,2300,2020-06-12 07:08:08,489dee3d-6abf-4470-bb94-8b9c0d12f18e,Delivered
129,1004,2020-06-12 07:26:31,1f8f1c68-aecd-4af0-adc2-965e09d91a84,Delivered
130,4885,2020-06-12 07:44:46,0710ba08-bff3-40cf-b98c-6f21acff13d2,Delivered
131,3627,2020-06-12 08:03:06,8e5ab54b-215a-44aa-b89f-fd5f42b95471,Delivered
132,664,2020-06-12 08:21:31,a982d205-3cd1-4899-9591-1787b5422a80,Delivered
133,102,2020-06-12 08:39:49,8baedbe5-1c30-4ec2-a2c7-553dc7821596,Delivered
134,4047,2020-06-12 08:58:11,baa15dc9-30dc-445e-9670-c6ca7455367c,Delivered
135,4972,2020-06-12 09:16:22,56dcfc2b-01d2-42d1-8002-32fdbe1a034a,Delivered
136,4507,2020-06-12 09:34:46,e5274182-e14d-4456-91d7-7c910fcbd7db,Delivered
137,352,2020-06-12 09:53:11,cecc2045-5c45-4c72-97df-2378071abf73,Delivered
138,2046,2020-06-12 10:11:24,083c4c20-48c3-4610-b3f1-405602408f15,Delivered
139,4649,2020-06-12 10:29:48,0e2fdf0e-a5cd-424e-b58f-aa5ab24ab903,Delivered
140,2640,2020-06-12 10:48:10,31c66849-210f-4545-9417-da017ded65a1,Delivered
141,2298,2020-06-12 11:06:28,7a52ede4-bed8-4720-9cf3-9cb6908d89f5,Delivered
142,3395,2020-06-12 11:24:45,d997e27d-a2ce-41b7-b10b-75cf61585575,Delivered
143,3864,2020-06-12 11:43:14,d5999799-b6c1-45cf-8d5a-eaa8406a5409,Delivered
144,179,2020-06-12 12:01:33,833214f2-cdbc-4fbd-a25f-6f33357b503a,Delivered
145,3199,2020-06-12 12:19:50,f9a771a3-41b9-4086-ad06-8c1b0ce8390e,Delivered
146,1452,2020-06-12 12:38:10,5858c342-2d79-4abe-91b4-d794c16b96d1,Delivered
147,4728,2020-06-12 12:56:30,34327402-69b9-44ed-b688-55e6f73b7fd9,Delivered
148,3854,2020-06-12 13:14:45,29ffa0d7-45c9-4774-9aca-bc382e3352de,Delivered
149,1121,2020-06-12 13:33:13,d9fe4de3-00e2-4d77-ad9e-309b2ea6298a,Delivered
150,2510,2020-06-12 13:51:31,bf6d4e9d-c20f-4614-bce3-b44d4e17424d,Delivered
151,5017,2020-06-12 14:09:43,c7ed1688-5cb8-463d-b0d3-2af518c6146c,Delivered
152,1713,2020-06-12 14:28:03,55763c45-6051-4fff-ae04-495c0fafa8ff,Delivered
153,22,2020-06-12 14:46:31,5c3eba68-83aa-4274-b4e6-296ffb35676a,Delivered
154,3608,2020-06-12 15:04:49,8ac10473-effb-464a-9270-b9108f72f401,Delivered
155,2591,2020-06-12 15:23:12,15b3ec7d-8381-454b-ab23-4606be9a176f,Delivered
156,3383,2020-06-12 15:41:31,5965d439-5b58-4081-86a2-48bff40d7938,Delivered
157,4535,2020-06-12 15:59:50,6d9e6bd1-3e50-4311-bd58-7913dcdbce43,Delivered
158,3976,2020-06-12 16:18:11,e97b9509-a1d5-4fda-b3f7-403d22accdfc,Delivered
159,4606,2020-06-12 16:36:31,39fe5f7d-c84a-4492-a04b-5b673a1682d6,Delivered
160,1057,2020-06-12 16:54:48,f7f8c5df-8b1c-40f1-9d02-596d025ad4b1,Delivered
161,525,2020-06-12 17:13:06,8d6ec814-5d3c-44a9-8684-3ab4e5aba0e7,Delivered
162,2802,2020-06-12 17:31:22,6ae76ab4-ad9a-4db0-9a24-7ae532647a41,Delivered
163,728,2020-06-12 17:49:57,b7f0c7f6-3d88-4dda-a6ab-ba3a29502642,Delivered
164,1392,2020-06-12 18:08:08,5c111431-fbc2-4a49-9c38-83dd5c37586a,Delivered
165,2301,2020-06-12 18:26:22,2e2bca71-de2f-4130-ade3-f77ef0cf247c,Delivered
166,1902,2020-06-12 18:44:43,168b7d52-7dbf-4f73-987b-d0fe181f778a,Delivered
167,1403,2020-06-12 19:03:12,038bad45-2da7-40ed-ad24-a18dcf4ae139,Delivered
168,2255,2020-06-12 19:21:27,308e1a70-e10e-4f27-a923-5f1ac5d3c5d7,Delivered
169,2940,2020-06-12 19:39:49,516dc1f4-0c1f-4b53-8146-66314e3a35ee,Delivered
170,3901,2020-06-12 19:58:07,176dd58f-e2bf-4119-8edd-6967f005114c,Delivered
171,5229,2020-06-12 20:16:24,2e02b6c4-1994-4de0-8ccb-fbf1dba1d423,Delivered
172,2745,2020-06-12 20:34:46,6d0ba711-5810-4439-875d-3db9ead666b8,Delivered
173,1573,2020-06-12 20:53:11,ae415dd0-8300-4bd5-8a65-71aeb09e3969,Delivered
174,1301,2020-06-12 21:11:33,f1e0660b-53db-4e9a-a86a-8a990d6b2988,Delivered
175,3786,2020-06-12 21:29:54,9a34152c-8be3-43f6-869f-6829a699c638,Delivered
176,906,2020-06-12 21:48:08,ebee2ea6-fdc1-4d94-a9ac-b05f328e7ddb,Delivered
177,4213,2020-06-12 22:06:31,7da40dc7-cacd-437c-90f0-6d72ae9c9472,Delivered
178,22,2020-06-12 22:24:50,6ff800e7-a515-441e-b7e0-27b30cfff06d,Delivered
179,509,2020-06-12 22:43:11,b69ec50e-42bf-4dfe-822b-91262e1da687,Delivered
180,2272,2020-06-12 23:01:33,5974943a-3e9d-4f94-92fa-012f55151d21,Delivered
181,1290,2020-06-12 23:19:45,6f3a269d-f83f-4659-a28e-7ddbbcea4eab,Delivered
182,147,2020-06-12 23:38:04,0d3c54a9-314d-453a-913a-0da1a7c6fc43,Delivered
183,2287,2020-06-12 23:56:31,53ce7597-bb59-45e0-a3a3-ca3ef6f7ce1c,Delivered
184,5183,2020-06-13 00:14:39,44f68197-2a7a-47d7-9cb5-3aba2d71b949,Delivered
185,3364,2020-06-13 00:33:08,cb7d77fe-a42a-41e3-be86-c54c0aa4b432,Delivered
186,3591,2020-06-13 00:51:33,36b358a0-8525-4d15-87a1-c040b23ba9a3,Delivered
187,3311,2020-06-13 01:09:49,d3d53458-ea05-4544-9a11-5a44df873e4d,Delivered
188,1881,2020-06-13 01:28:17,99fd8361-63eb-4c77-8307-630bd6046fa7,Delivered
189,4918,2020-06-13 01:46:20,b535e4ad-3f3c-4b05-9715-9dc7077239de,Delivered
190,725,2020-06-13 02:04:54,8892e3b5-ac5e-4e02-9e67-6b273c4ac114,Delivered
191,66,2020-06-13 02:23:05,1d584a1e-5523-4af1-b9ef-9708bed8da39,Delivered
192,994,2020-06-13 02:41:25,cf6b6193-0261-4bdb-8ab8-8ace25956419,Delivered
193,2394,2020-06-13 02:59:48,1e96e374-be23-4c97-b87e-b5c45cb8999f,Delivered
194,4138,2020-06-13 03:18:05,eb46bfcc-34df-40e2-8670-ee808d5cb958,Delivered
195,1275,2020-06-13 03:36:34,a31ad4b3-f9a8-4a9b-a8b3-3034af7bacec,Delivered
196,1945,2020-06-13 03:54:51,d75463f1-d125-4229-835c-041119512149,Delivered
197,2654,2020-06-13 04:13:01,101172c2-2a10-4597-bdc2-bc8f5583ef6a,Delivered
198,3164,2020-06-13 04:31:31,00c5d8dd-12fb-41ad-972d-88364f8a8519,Delivered
199,2727,2020-06-13 04:49:51,3bb4e8f3-b4c3-41f6-bed3-be9e814f9da5,Delivered
200,1806,2020-06-13 05:08:09,ac2efa98-dac2-41f8-8706-d41de95a0c33,Delivered
201,2642,2020-06-13 05:26:21,f7c1d04c-3076-4389-b06a-91993c983777,Delivered
202,2144,2020-06-13 05:44:53,f7b90f15-74e2-4dd0-a003-93e7965e2266,Delivered
203,1051,2020-06-13 06:03:17,49c8a5bf-2e7b-4072-b0cd-f8f831f84ebc,Delivered
204,3653,2020-06-13 06:21:23,6c85503d-9803-411c-b421-a4c768734b09,Delivered
205,1107,2020-06-13 06:39:49,6d9e6bd1-3e50-4311-bd58-7913dcdbce43,Delivered
206,1272,2020-06-13 06:58:14,370e97e4-d355-4e01-a1c3-e3ffdd696ec4,Delivered
207,320,2020-06-13 07:16:33,e2ea5f0e-7c91-4d51-89e2-a06afc5e939b,Delivered
208,4803,2020-06-13 07:35:00,b9e6a202-3fff-460d-997f-e3dc9e7d83f3,Delivered
209,3230,2020-06-13 07:53:03,f995ec8d-237c-4513-8bfa-9aee210f097c,Delivered
210,1029,2020-06-13 08:11:27,a1d6e3b7-d35b-4781-af76-f05d41108a12,Delivered
211,3638,2020-06-13 08:29:49,d36b15bb-0c67-4554-ad23-ceeda595f1a0,Delivered
212,2659,2020-06-13 08:48:05,69db7a78-e649-482d-b460-4d4321e7f384,Delivered
213,1187,2020-06-13 09:06:27,c01afde0-020b-4220-8006-2a40245cad8c,Delivered
214,3842,2020-06-13 09:24:48,c6dd0909-46f3-4cf9-a059-fbdff93198dd,Delivered
215,1545,2020-06-13 09:43:05,65439d96-79d7-41e2-bea7-6e98c0f204c0,Delivered
216,2914,2020-06-13 10:01:34,a51e9895-f3ee-47c1-b594-a8e7df8e8fd8,Delivered
217,3256,2020-06-13 10:19:47,c865e6da-5223-4a17-9271-fd3a96072625,Delivered
218,1947,2020-06-13 10:38:08,c76284e5-0186-42af-92d2-bd572c553508,Delivered
219,3901,2020-06-13 10:56:31,6d7b19ca-b79f-4246-9c6e-f043121783c0,Delivered
220,3267,2020-06-13 11:14:53,8cc3233d-2321-44eb-8be4-97dfc32d69db,Delivered
221,1363,2020-06-13 11:33:12,bdf090db-87a0-4ad5-9604-59c883c6432a,Delivered
222,2636,2020-06-13 11:51:31,ac841c3e-6a9d-42d3-8b1a-5465380c2af2,Delivered
223,2904,2020-06-13 12:09:49,f99e3fe4-6d50-470b-9925-6801020b262a,Delivered
224,2382,2020-06-13 12:28:08,387f55e6-0eb9-47d6-9ef1-56a80b884430,Delivered
225,4659,2020-06-13 12:46:32,128c6bfd-533a-478e-8e63-bb25deabe186,Delivered
226,1278,2020-06-13 13:04:46,c2af1853-e251-4ed4-ac53-e686a5d5c6c5,Delivered
227,1953,2020-06-13 13:23:08,f6139c12-bb79-491b-84c3-e84cf454eb52,Delivered
228,5219,2020-06-13 13:41:29,68ba7c82-7669-4810-b3f7-44215fc4248b,Delivered
229,443,2020-06-13 13:59:53,39ebddd2-7869-48a0-a3c4-5d9ce73bc04b,Delivered
230,3521,2020-06-13 14:18:11,eb18ce0f-6a22-41e6-b04a-27daab2846d0,Delivered
231,1855,2020-06-13 14:36:29,41ab23ce-b417-46b2-a52a-bf7030f93161,Delivered
232,1050,2020-06-13 14:54:53,c8956c20-9214-4e38-9398-26e8d05b4924,Delivered
233,4289,2020-06-13 15:13:09,692ce7b7-54ec-422e-b40f-cd9967475263,Delivered
234,4139,2020-06-13 15:31:30,2f1ec487-86b9-4310-ba6d-3121019ef41d,Delivered
235,4685,2020-06-13 15:49:46,bdd60031-236f-4b31-81bc-d85c5d555e4f,Delivered
236,2654,2020-06-13 16:08:15,101172c2-2a10-4597-bdc2-bc8f5583ef6a,Delivered
237,5105,2020-06-13 16:26:25,a14039e2-c624-42cd-a9a8-91919953eac8,Delivered
238,2317,2020-06-13 16:44:44,a305fb28-5093-43c2-8c34-682f5520c132,Delivered
239,1548,2020-06-13 17:03:05,caefdbe5-25ca-4d72-8aa1-c4a9662e5db7,Delivered
240,4540,2020-06-13 17:21:32,1a2e30db-2b7a-4489-a865-ba704b42d341,Delivered
241,1335,2020-06-13 17:39:48,ecfc70c9-a9a3-427e-91ea-5dd561a2564a,Delivered
242,74,2020-06-13 17:58:05,9f5d5280-76ef-43fa-af68-f0ba26a5f640,Delivered
243,2576,2020-06-13 18:16:29,0d3c54a9-314d-453a-913a-0da1a7c6fc43,Delivered
244,5118,2020-06-13 18:34:45,c778bc2b-67c4-45d3-ba2d-3d91f7744f15,Delivered
245,4992,2020-06-13 18:53:17,261aeff6-f317-4744-962e-490a0911eee1,Delivered
246,3106,2020-06-13 19:11:34,a4429ded-b32e-4ff4-85ef-36f287649c13,Delivered
247,4615,2020-06-13 19:29:52,b9ce61f9-58cc-4ccb-aa32-03e223025857,Delivered
248,2388,2020-06-13 19:48:11,80b2666c-0003-4e2e-80a4-033c69b462dd,Delivered
249,3029,2020-06-13 20:06:25,d3aac0e7-9b01-494a-82e3-5da750664f38,Delivered
250,4663,2020-06-13 20:24:48,5de68a99-20b9-45b1-9c7a-06e2e627440c,Delivered
251,404,2020-06-13 20:43:07,ac46fdbc-2369-4908-b0b1-d405572e4a5c,Delivered
252,2448,2020-06-13 21:01:25,2aba4640-946f-48e2-bd43-c3ac3a70fb7c,Delivered
253,507,2020-06-13 21:19:51,cf13e240-7050-41e7-9372-af38d9a42163,Delivered
254,1008,2020-06-13 21:38:07,b3ec68c5-b2e4-4c93-bce8-ae7ee0154dea,Delivered
255,1808,2020-06-13 21:56:33,0b829309-d99e-43e8-ab52-808841a52897,Delivered
256,1573,2020-06-13 22:14:49,acfba3f9-f7d6-4fff-9cef-35db086d2869,Delivered
257,1050,2020-06-13 22:33:14,c3f5bf7c-2c15-49ac-9bb9-2b04bd1d1c0a,Delivered
258,2847,2020-06-13 22:51:36,7e0e0e1f-9798-4f20-843f-df9a1ae2d878,Delivered
259,3386,2020-06-13 23:09:40,aea053b3-c4c6-44b3-ab6c-9dc5f498cae1,Delivered
260,1217,2020-06-13 23:28:04,1e486998-18ca-4a42-bad5-001aaf7830aa,Delivered
261,1981,2020-06-13 23:46:25,669b328d-0905-4a3f-b95d-79c8eb83482f,Delivered
262,2230,2020-06-14 00:04:52,ee0cec46-8edf-4436-84f0-d83e7f9c453f,Delivered
263,4260,2020-06-14 00:23:10,a9d6ceb2-92da-4523-af26-8df87ca7569f,Delivered
264,2525,2020-06-14 00:41:26,4fb43233-e562-4c34-a287-dbdb3cdd74e7,Delivered
265,2339,2020-06-14 00:59:46,8c619c95-5f66-4433-93b6-2c1bf90e565c,Delivered
266,2656,2020-06-14 01:18:05,35b9ac55-005a-45ef-8759-237ad3b6a919,Delivered
267,4072,2020-06-14 01:36:29,2a44c312-f951-4c8a-a77d-bf379a5e80cb,Delivered
268,5083,2020-06-14 01:54:49,b4d4716e-27e6-4745-9c16-bc80aa194554,Delivered
269,2911,2020-06-14 02:13:09,d51e4f8e-c010-4ddd-a88b-b70820806e17,Delivered
270,4560,2020-06-14 02:31:21,3225baba-d5ea-44a5-a8d5-d0e015059709,Delivered
271,3476,2020-06-14 02:49:49,610d0b43-fbc2-481c-b2cb-570a4f8c214c,Delivered
272,766,2020-06-14 03:08:08,39b4eae7-37ee-4e6d-a617-afdf77129be5,Delivered
273,3464,2020-06-14 03:26:33,a4fcaa1c-4195-4cf2-a86d-eff58b630fb6,Delivered
274,3056,2020-06-14 03:44:41,43dd2872-f10e-45b6-98fd-f4aad45905ba,Delivered
275,2461,2020-06-14 04:03:06,12c36504-3c91-4c48-8941-45fe2c119381,Delivered
276,2879,2020-06-14 04:21:34,42e1121a-a2a9-488d-80f5-689b204145d4,Delivered
277,1180,2020-06-14 04:39:48,4dd0cf35-f0b7-4ef7-9749-9e5a004b31f6,Delivered
278,3764,2020-06-14 04:58:01,9f5d5280-76ef-43fa-af68-f0ba26a5f640,Delivered
